IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
petrija01,JAKE PETRICKA,6/5/1988,Jake,Petricka,CHA,NL,P,10534,JAKE PETRICKA,502593.0,JAKE PETRICKA,1938646.0,JAKE PETRICKA,petrj001,petrija01,9494.0,JAKE PETRICKA,31842.0,JAKE PETRICKA,,PETRICKA19880605A,65830.0,9494.0,JAKE PETRICKA,"Petricka, Jake",R,R,Jake Petricka,"Petricka, Jake",11495.0,Jacob Petricka,38122.0,Jake Petricka,14237.0,4441.0,Jake Petricka,025ea,"Petricka, Jake",Jake Petricka,RP,"Petricka, Jake",JAKE PETRICKA MIL,JAKE PETRICKA MIL,JAKE PETRICKA MIL,JAKE PETRICKA MIL,JAKE PETRICKA MIL,JAKE PETRICKA MIL,JAKE PETRICKA MIL
pettian01,ANDY PETTITTE,6/15/1972,Andy,Pettitte,[],,P,840,ANDY PETTITTE,120485.0,ANDY PETTITTE,7976.0,ANDY PETTITTE,petta001,pettian01,5331.0,ANDY PETTITTE,3171.0,ANDY PETTITTE,,PETTITTE19720615A,1600.0,5331.0,ANDY PETTITTE,"Pettitte, Andy",L,L,Andy Pettitte,"Pettitte, Andy",,,,,14955.0,,Andy Pettitte,,,,P,"Pettitte, Andy",ANDY PETTITTE NAN,ANDY PETTITTE NAN,ANDY PETTITTE NAN,ANDY PETTITTE NAN,ANDY PETTITTE NAN,ANDY PETTITTE NAN,ANDY PETTITTE NAN
pettijo01,JONATHAN PETTIBONE,7/19/1990,Jonathan,Pettibone,PHI,,P,7106,JONATHAN PETTIBONE,543643.0,JONATHAN PETTIBONE,1937141.0,JONATHAN PETTIBONE,pettj001,pettijo02,9374.0,JONATHAN PETTIBONE,31849.0,JONATHAN PETTIBONE,,PETTIBONE19900719A,58538.0,9374.0,JONATHAN PETTIBONE,"Pettibone, Jonathan",R,R,Jonathan Pettibone,"Pettibone, Jonathan",10569.0,Jonathan Pettibone,38227.0,,5848.0,,Jonathan Pettibone,,,Jonathan Pettibone,P,"Pettibone, Jonathan",JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN,JONATHAN PETTIBONE NAN
phamth01,THOMAS PHAM,3/8/1988,Tommy,Pham,SLN,AL,OF,2967,TOMMY PHAM,502054.0,TOMMY PHAM,1804466.0,TOMMY PHAM,phamt001,phamth01,9842.0,TOMMY PHAM,31208.0,TOMMY PHAM,,PHAM19880308A,50106.0,9842.0,TOMMY PHAM,"Pham, Tommy",R,R,Tommy Pham,"Pham, Tommy",11374.0,Tommy Pham,13487.0,Tommy Pham,4322.0,4765.0,Tommy Pham,025fx,"Pham, Tommy","Pham, Tommy",OF,"Pham, Tommy",THOMAS PHAM TBA,TOMMY PHAM TBA,TOMMY PHAM TBA,TOMMY PHAM TBA,TOMMY PHAM TBA,TOMMY PHAM TBA,TOMMY PHAM TBA
phegljo01,JOSH PHEGLEY,2/12/1988,Josh,Phegley,OAK,AL,C,9308,JOSH PHEGLEY,572033.0,JOSH PHEGLEY,1732763.0,JOSH PHEGLEY,phegj001,phegljo01,9452.0,JOSH PHEGLEY,30600.0,JOSH PHEGLEY,Josh Phegley,PHEGLEY19880212A,60649.0,9452.0,JOSH PHEGLEY,"Phegley, Josh",R,R,Josh Phegley,"Phegley, Josh",11003.0,Josh Phegley,13238.0,Josh Phegley,4579.0,4306.0,Josh Phegley,01fd7,"Phegley, Josh","Phegley, Josh",C,"Phegley, Josh",JOSH PHEGLEY OAK,JOSH PHEGLEY OAK,JOSH PHEGLEY OAK,JOSH PHEGLEY OAK,JOSH PHEGLEY OAK,JOSH PHEGLEY OAK,JOSH PHEGLEY OAK
phelpco01,CORD PHELPS,1/23/1987,Cord,Phelps,BAL,,2B,8631,CORD PHELPS,543647.0,CORD PHELPS,1740990.0,CORD PHELPS,phelc001,phelpco01,8959.0,CORD PHELPS,30823.0,CORD PHELPS,,PHELPS19870123A,58541.0,8959.0,CORD PHELPS,"Phelps, Cord",B,R,Cord Phelps,"Phelps, Cord",10576.0,,,,17191.0,,Cord Phelps,,,Cord Phelps,2B,"Phelps, Cord",CORD PHELPS NAN,CORD PHELPS NAN,CORD PHELPS NAN,CORD PHELPS NAN,CORD PHELPS NAN,CORD PHELPS NAN,CORD PHELPS NAN
phelpda01,DAVID PHELPS,10/9/1986,David,Phelps,SEA,AL,P,6316,DAVID PHELPS,475479.0,DAVID PHELPS,1800944.0,DAVID PHELPS,pheld001,phelpda01,9148.0,DAVID PHELPS,31124.0,DAVID PHELPS,,PHELPS19861009A,58268.0,9148.0,DAVID PHELPS,"Phelps, David",R,R,David Phelps,"Phelps, David",11199.0,David Phelps,13010.0,David Phelps,5326.0,3987.0,David Phelps,01whj,"Phelps, David","Phelps, David",P,"Phelps, David",DAVID PHELPS TOR,DAVID PHELPS TOR,DAVID PHELPS TOR,DAVID PHELPS TOR,DAVID PHELPS TOR,DAVID PHELPS TOR,DAVID PHELPS TOR
phillbr01,BRANDON PHILLIPS,6/28/1981,Brandon,Phillips,ANA,,2B,791,BRANDON PHILLIPS,408252.0,BRANDON PHILLIPS,225418.0,BRANDON PHILLIPS,philb001,phillbr01,6857.0,BRANDON PHILLIPS,5031.0,BRANDON PHILLIPS,Brandon Phillips,PHILLIPS19810628A,1113.0,6857.0,BRANDON PHILLIPS,"Phillips, Brandon",R,R,Brandon Phillips,"Phillips, Brandon",6891.0,Brandon Phillips,5489.0,Brandon Phillips,15270.0,377.0,Brandon Phillips,0002x,"Phillips, Brandon","Phillips, Brandon",2B,"Phillips, Brandon",BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN,BRANDON PHILLIPS NAN
phillbr02,BRETT PHILLIPS,5/30/1994,Brett,Phillips,MIL,AL,OF,14735,BRETT PHILLIPS,621433.0,BRETT PHILLIPS,2167477.0,BRETT PHILLIPS,philb002,phillbr02,10194.0,BRETT PHILLIPS,33822.0,BRETT PHILLIPS,,PHILLIPS19940530A,100628.0,10194.0,BRETT PHILLIPS,"Phillips, Brett",L,R,Brett Phillips,"Phillips, Brett",13711.0,,,,18441.0,5074.0,Brett Phillips,02mzx,"Phillips, Brett","Phillips, Brett",OF,"Phillips, Brett",BRETT PHILLIPS KC,BRETT PHILLIPS KC,BRETT PHILLIPS KC,BRETT PHILLIPS KC,BRETT PHILLIPS KC,BRETT PHILLIPS KC,BRETT PHILLIPS KC
phippde01,DENIS PHIPPS,7/22/1985,Denis,Phipps,CIN,,OF,6968,DENIS PHIPPS,464426.0,DENIS PHIPPS,1740991.0,DENIS PHIPPS,phipd001,phippde01,9283.0,DENIS PHIPPS,30808.0,DENIS PHIPPS,,PHIPPS19850722A,52171.0,9283.0,DENIS PHIPPS,"Phipps, Denis",R,R,Denis Phipps,"Phipps, Denis",,,,,3005.0,,Denis Phipps,,,,OF,"Phipps, Denis",DENIS PHIPPS NAN,DENIS PHIPPS NAN,DENIS PHIPPS NAN,DENIS PHIPPS NAN,DENIS PHIPPS NAN,DENIS PHIPPS NAN,DENIS PHIPPS NAN
piefe01,FELIX PIE,2/8/1985,Felix,Pie,[],,OF,3751,FELIX PIE,429712.0,FELIX PIE,393587.0,FELIX PIE,pie-f001,piefe01,7704.0,FELIX PIE,6475.0,FELIX PIE,,PIE19850208A,41127.0,7704.0,FELIX PIE,"Pie, Felix",L,L,Felix Pie,"Pie, Felix",,,,,487.0,,Felix Pie,,,,OF,"Pie, Felix",FELIX PIE NAN,FELIX PIE NAN,FELIX PIE NAN,FELIX PIE NAN,FELIX PIE NAN,FELIX PIE NAN,FELIX PIE NAN
pierrju01,JUAN PIERRE,8/14/1977,Juan,Pierre,[],,OF,443,JUAN PIERRE,334393.0,JUAN PIERRE,132725.0,JUAN PIERRE,pierj002,pierrju01,6550.0,JUAN PIERRE,4486.0,JUAN PIERRE,,PIERRE19770814A,849.0,6550.0,JUAN PIERRE,"Pierre, Juan",L,L,Juan Pierre,"Pierre, Juan",,,,,8776.0,,Juan Pierre,,,,OF,"Pierre, Juan",JUAN PIERRE NAN,JUAN PIERRE NAN,JUAN PIERRE NAN,JUAN PIERRE NAN,JUAN PIERRE NAN,JUAN PIERRE NAN,JUAN PIERRE NAN
pierza.01,A.J. PIERZYNSKI,12/30/1976,A.J.,Pierzynski,[],,C,746,A.J. PIERZYNSKI,150229.0,A.J. PIERZYNSKI,18720.0,A.J. PIERZYNSKI,piera001,pierza.01,6109.0,A.J. PIERZYNSKI,3948.0,A.J. PIERZYNSKI,A.J. Pierzynski,PIERZYNSK19761230A,1501.0,6109.0,A.J. PIERZYNSKI,"Pierzynski, A.J.",L,R,A.J. Pierzynski,"Pierzynski, A.J.",5650.0,A.J. Pierzynski,5332.0,A.J. Pierzynski,15276.0,,A.J. Pierzynski,,,A.J. Pierzynski,C,"Pierzynski, A.J.",A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN,A.J. PIERZYNSKI NAN
pillake01,KEVIN PILLAR,1/4/1989,Kevin,Pillar,TOR,AL,OF,12434,KEVIN PILLAR,607680.0,KEVIN PILLAR,2046044.0,KEVIN PILLAR,pillk001,pillake01,9490.0,KEVIN PILLAR,32859.0,KEVIN PILLAR,,PILLAR19890104A,70093.0,9490.0,KEVIN PILLAR,"Pillar, Kevin",R,R,Kevin Pillar,"Pillar, Kevin",12678.0,Kevin Pillar,38299.0,Kevin Pillar,18429.0,4438.0,Kevin Pillar,02xi1,"Pillar, Kevin","Pillar, Kevin",OF,"Pillar, Kevin",KEVIN PILLAR TOR,KEVIN PILLAR TOR,KEVIN PILLAR TOR,KEVIN PILLAR TOR,KEVIN PILLAR TOR,KEVIN PILLAR TOR,KEVIN PILLAR TOR
pillbr01,BRETT PILL,9/9/1984,Brett,Pill,SFN,,1B,5834,BRETT PILL,489209.0,BRETT PILL,1666694.0,BRETT PILL,pillb001,pillbr01,9041.0,BRETT PILL,30389.0,BRETT PILL,,PILL19840909A,51815.0,9041.0,BRETT PILL,"Pill, Brett",R,R,Brett Pill,"Pill, Brett",9513.0,,,,2423.0,,Brett Pill,,,Brett Pill,1B,"Pill, Brett",BRETT PILL NAN,BRETT PILL NAN,BRETT PILL NAN,BRETT PILL NAN,BRETT PILL NAN,BRETT PILL NAN,BRETT PILL NAN
pinama01,MANNY PINA,6/5/1987,Manny,Pina,MIL,NL,C,2829,MANNY PINA,444489.0,MANNY PINA,1662811.0,MANNY PINA,pinam001,pinama01,9004.0,MANNY PINA,30268.0,MANUEL PINA,,PINA19870605A,48685.0,9004.0,MANUEL PINA,"Pina, Manny",R,R,Manny Pina,"Pina, Manny",11386.0,Manny Pina,13209.0,Manny Pina,2891.0,3875.0,Manny Pina,01u5m,"Pina, Manny","Pina, Manny",C,"Pina, Manny",MANNY PINA MIL,MANNY PINA MIL,MANNY PINA MIL,MANNY PINA MIL,MANNY PINA MIL,MANUEL PINA MIL,MANUEL PINA MIL
pindech01,CHAD PINDER,3/29/1992,Chad,Pinder,OAK,AL,SS,15191,CHAD PINDER,640461.0,CHAD PINDER,2066836.0,CHAD PINDER,pindc001,pindech01,10138.0,CHAD PINDER,33771.0,CHAD PINDER,,,102436.0,10138.0,CHAD PINDER,"Pinder, Chad",R,R,Chad Pinder,"Pinder, Chad",12984.0,Chad Pinder,68478.0,Chad Pinder,18633.0,4997.0,Chad Pinder,3160,"Pinder, Chad","Pinder, Chad",2B/OF,"Pinder, Chad",CHAD PINDER OAK,CHAD PINDER OAK,CHAD PINDER OAK,CHAD PINDER OAK,CHAD PINDER OAK,CHAD PINDER OAK,CHAD PINDER OAK
pinedmi01,MICHAEL PINEDA,1/18/1989,Michael,Pineda,MIN,AL,P,5372,MICHAEL PINEDA,501381.0,MICHAEL PINEDA,1741763.0,MICHAEL PINEDA,pinem001,pinedmi01,8759.0,MICHAEL PINEDA,30937.0,MICHAEL PINEDA,,PINEDA19890118A,50704.0,8759.0,MICHAEL PINEDA,"Pineda, Michael",R,R,Michael Pineda,"Pineda, Michael",10916.0,Michael Pineda,12864.0,Michael Pineda,5134.0,3543.0,Michael Pineda,01fi0,"Pineda, Michael",Michael Pineda,P,"Pineda, Michael",MICHAEL PINEDA MIN,MICHAEL PINEDA MIN,MICHAEL PINEDA MIN,MICHAEL PINEDA MIN,MICHAEL PINEDA MIN,MICHAEL PINEDA MIN,MICHAEL PINEDA MIN
pineijo01,JOEL PINEIRO,9/25/1978,Joel,Pineiro,[],,P,1094,JOEL PINEIRO,334492.0,JOEL PINEIRO,200754.0,JOEL PINEIRO,pinej001,pineijo01,,JOEL PINEIRO,,NAN,,PINEIRO19780925A,1173.0,,NAN,"Pineiro, Joel",R,R,Joel Pineiro,"Pineiro, Joel",,,,,7081.0,,Joel Pineiro,,,,P,"Pineiro, Joel",JOEL PINEIRO NAN,JOEL PINEIRO NAN,JOEL PINEIRO NAN,JOEL PINEIRO NAN,JOEL PINEIRO NAN,NAN NAN,NAN NAN
pintojo01,JOSMIL PINTO,3/31/1989,Josmil,Pinto,MIL,,C,6806,JOSMIL PINTO,500887.0,JOSMIL PINTO,1961512.0,JOSMIL PINTO,pintj001,pintojo01,9505.0,JOSMIL PINTO,31851.0,JOSMIL PINTO,Josmil Pinto,PINTO19890331A,51667.0,9505.0,JOSMIL PINTO,"Pinto, Josmil",R,R,Josmil Pinto,"Pinto, Josmil",12765.0,,,Josmil Pinto,5788.0,4451.0,Josmil Pinto,,,Josmil Pinto,C,"Pinto, Josmil",JOSMIL PINTO NAN,JOSMIL PINTO NAN,JOSMIL PINTO NAN,JOSMIL PINTO NAN,JOSMIL PINTO NAN,JOSMIL PINTO NAN,JOSMIL PINTO NAN
pintri01,RILEY PINT,11/6/1997,Riley,Pint,[],NL,P,sa917922,RILEY PINT,666207.0,RILEY PINT,,NAN,,pintri01,,RILEY PINT,36183.0,NAN,,,109022.0,,NAN,"Pint, Riley",R,R,Riley Pint,"Pint, Riley",14233.0,,,,,,Riley Pint,,,Riley Pint,P,"Pint, Riley",RILEY PINT COL,RILEY PINT COL,RILEY PINT COL,NAN COL,RILEY PINT COL,NAN COL,NAN COL
pireljo01,JOSE PIRELA,11/21/1989,Jose,Pirela,SDN,NL,OF,5485,JOSE PIRELA,517369.0,JOSE PIRELA,1741055.0,JOSE PIRELA,pirej001,pireljo01,9843.0,JOSE PIRELA,30817.0,JOSE PIRELA,,PIRELA19891121A,57268.0,9843.0,JOS?? PIRELA,"Pirela, Jose",R,R,Jose Pirela,"Pirela, Jose",12613.0,Jose Pirela,13575.0,Jose Pirela,4412.0,4772.0,Jose Pirela,021wp,"Pirela, Jose","Pirela, Jose",2B/OF,"Pirela, Jose",JOSE PIRELA SD,JOSE PIRELA SD,JOSE PIRELA SD,JOSE PIRELA SD,JOSE PIRELA SD,JOSE PIRELA SD,JOS?? PIRELA SD
piscost01,STEPHEN PISCOTTY,1/14/1991,Stephen,Piscotty,OAK,AL,OF,13367,STEPHEN PISCOTTY,572039.0,STEPHEN PISCOTTY,2044751.0,STEPHEN PISCOTTY,piscs001,piscost01,9628.0,STEPHEN PISCOTTY,32842.0,STEPHEN PISCOTTY,,PISCOTTY19910114A,100059.0,9628.0,STEPHEN PISCOTTY,"Piscotty, Stephen",R,R,Stephen Piscotty,"Piscotty, Stephen",12464.0,Stephen Piscotty,38252.0,Stephen Piscotty,18285.0,4599.0,Stephen Piscotty,02i2r,"Piscotty, Stephen","Piscotty, Stephen",OF,"Piscotty, Stephen",STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK,STEPHEN PISCOTTY OAK
pivetni01,NICK PIVETTA,2/14/1993,Nick,Pivetta,PHI,NL,P,15454,NICK PIVETTA,601713.0,NICK PIVETTA,2167338.0,NICK PIVETTA,piven001,pivetni01,10683.0,NICK PIVETTA,36071.0,NICK PIVETTA,,,102061.0,10683.0,NICK PIVETTA,"Pivetta, Nick",R,R,Nick Pivetta,"Pivetta, Nick",14014.0,,,,19398.0,5169.0,Nick Pivetta,0316j,"Pivetta, Nick","Pivetta, Nick",SP,"Pivetta, Nick",NICK PIVETTA PHI,NICK PIVETTA PHI,NICK PIVETTA PHI,NICK PIVETTA PHI,NICK PIVETTA PHI,NICK PIVETTA PHI,NICK PIVETTA PHI
plaweke01,KEVIN PLAWECKI,2/26/1991,Kevin,Plawecki,NYN,AL,C,13807,KEVIN PLAWECKI,608700.0,KEVIN PLAWECKI,2066320.0,KEVIN PLAWECKI,plawk001,plaweke01,9596.0,KEVIN PLAWECKI,33132.0,KEVIN PLAWECKI,,PLAWECKI19910226A,100316.0,9596.0,KEVIN PLAWECKI,"Plawecki, Kevin",R,R,Kevin Plawecki,"Plawecki, Kevin",12499.0,Kevin Plawecki,52171.0,Kevin Plawecki,18343.0,4471.0,Kevin Plawecki,02mwl,"Plawecki, Kevin",Kevin Plawecki,C,"Plawecki, Kevin",KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE,KEVIN PLAWECKI CLE
plouftr01,TREVOR PLOUFFE,6/15/1986,Trevor,Plouffe,TEX,,3B,7462,TREVOR PLOUFFE,461858.0,TREVOR PLOUFFE,1103761.0,TREVOR PLOUFFE,plout001,plouftr01,8733.0,TREVOR PLOUFFE,29441.0,TREVOR PLOUFFE,Trevor Plouffe,PLOUFFE19860615A,46607.0,8733.0,TREVOR PLOUFFE,"Plouffe, Trevor",R,R,Trevor Plouffe,"Plouffe, Trevor",8273.0,Trevor Plouffe,12236.0,Trevor Plouffe,3243.0,3524.0,Trevor Plouffe,01fi1,"Plouffe, Trevor",Trevor Plouffe,3B,"Plouffe, Trevor",TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN,TREVOR PLOUFFE NAN
plutkad01,ADAM PLUTKO,10/3/1991,Adam,Plutko,CLE,AL,P,15846,ADAM PLUTKO,592644.0,ADAM PLUTKO,,NAN,,,,ADAM PLUTKO,,NAN,,,,,NAN,"Plutko, Adam",R,R,Adam Plutko,"Plutko, Adam",,,,,,,Adam Plutko,,,,,"Plutko, Adam",ADAM PLUTKO CLE,ADAM PLUTKO CLE,ADAM PLUTKO CLE,NAN CLE,ADAM PLUTKO CLE,NAN CLE,NAN CLE
podsesc01,SCOTT PODSEDNIK,3/18/1976,Scott,Podsednik,[],,OF,1095,SCOTT PODSEDNIK,325392.0,SCOTT PODSEDNIK,223569.0,SCOTT PODSEDNIK,podss001,podsesc01,6489.0,SCOTT PODSEDNIK,,NAN,,PODSEDNIK19760318A,12481.0,,NAN,"Podsednik, Scott",L,L,Scott Podsednik,"Podsednik, Scott",,,,,4490.0,,Scott Podsednik,,,,OF,"Podsednik, Scott",SCOTT PODSEDNIK NAN,SCOTT PODSEDNIK NAN,SCOTT PODSEDNIK NAN,SCOTT PODSEDNIK NAN,SCOTT PODSEDNIK NAN,NAN NAN,NAN NAN
polangr01,GREGORY POLANCO,9/14/1991,Gregory,Polanco,PIT,NL,OF,12907,GREGORY POLANCO,570256.0,GREGORY POLANCO,1954592.0,GREGORY POLANCO,polag001,polangr01,9613.0,GREGORY POLANCO,32950.0,GREGORY POLANCO,Gregory Polanco,POLANCO19910914A,66245.0,9613.0,GREGORY POLANCO,"Polanco, Gregory",L,L,Gregory Polanco,"Polanco, Gregory",12634.0,Gregory Polanco,17382.0,Gregory Polanco,10505.0,4403.0,Gregory Polanco,02jy0,"Polanco, Gregory","Polanco, Gregory",OF,"Polanco, Gregory",GREGORY POLANCO PIT,GREGORY POLANCO PIT,GREGORY POLANCO PIT,GREGORY POLANCO PIT,GREGORY POLANCO PIT,GREGORY POLANCO PIT,GREGORY POLANCO PIT
polanjo01,JORGE POLANCO,7/5/1993,Jorge,Polanco,MIN,AL,SS,13152,JORGE POLANCO,593871.0,JORGE POLANCO,2106657.0,JORGE POLANCO,polaj001,polanjo01,9750.0,JORGE POLANCO,32525.0,JORGE POLANCO,,POLANCO19930705A,67568.0,9750.0,JORGE POLANCO,"Polanco, Jorge",B,R,Jorge Polanco,"Polanco, Jorge",11359.0,Jorge Polanco,21874.0,Jorge Polanco,13217.0,4672.0,Jorge Polanco,02yd1,"Polanco, Jorge","Polanco, Jorge",SS,"Polanco, Jorge",JORGE POLANCO MIN,JORGE POLANCO MIN,JORGE POLANCO MIN,JORGE POLANCO MIN,JORGE POLANCO MIN,JORGE POLANCO MIN,JORGE POLANCO MIN
polanpl01,PLACIDO POLANCO,10/10/1975,Placido,Polanco,[],,3B,1176,PLACIDO POLANCO,135784.0,PLACIDO POLANCO,11714.0,PLACIDO POLANCO,polap001,polanpl01,6049.0,PLACIDO POLANCO,3888.0,PLACIDO POLANCO,,POLANCO19751010A,684.0,6049.0,PLACIDO POLANCO,"Polanco, Placido",R,R,Placido Polanco,"Polanco, Placido",,,,,12629.0,,Placido Polanco,,,,3B,"Polanco, Placido",PLACIDO POLANCO NAN,PLACIDO POLANCO NAN,PLACIDO POLANCO NAN,PLACIDO POLANCO NAN,PLACIDO POLANCO NAN,PLACIDO POLANCO NAN,PLACIDO POLANCO NAN
polloaj01,A.J. POLLOCK,12/5/1987,A.J.,Pollock,ARI,NL,OF,9256,A.J. POLLOCK,572041.0,A.J. POLLOCK,1740992.0,A.J. POLLOCK,polla001,polloaj01,9157.0,A.J. POLLOCK,30699.0,A.J. POLLOCK,A.J. Pollock,POLLOCK19871205A,60932.0,9157.0,A.J. POLLOCK,"Pollock, A.J.",R,R,A.J. Pollock,"Pollock, A.J.",10968.0,A.J. Pollock,12970.0,A.J. Pollock,12258.0,3951.0,A.J. Pollock,01s8p,"Pollock, A.J.","Pollock, A.J.",OF,"Pollock, A.J.",A.J. POLLOCK LAD,A.J. POLLOCK LAD,A.J. POLLOCK LAD,A.J. POLLOCK LAD,A.J. POLLOCK LAD,A.J. POLLOCK LAD,A.J. POLLOCK LAD
pomerdr01,DREW POMERANZ,11/22/1988,Drew,Pomeranz,BOS,NL,P,11426,DREW POMERANZ,519141.0,DREW POMERANZ,1765810.0,DREW POMERANZ,pomed001,pomerdr01,9068.0,DREW POMERANZ,31010.0,DREW POMERANZ,,POMERANZ19881122A,68404.0,9068.0,DREW POMERANZ,"Pomeranz, Drew",R,L,Drew Pomeranz,"Pomeranz, Drew",11436.0,Drew Pomeranz,13438.0,Drew Pomeranz,18095.0,3927.0,Drew Pomeranz,01ucb,"Pomeranz, Drew","Pomeranz, Drew",SP,"Pomeranz, Drew",DREW POMERANZ SF,DREW POMERANZ SF,DREW POMERANZ SF,DREW POMERANZ SF,DREW POMERANZ SF,DREW POMERANZ SF,DREW POMERANZ SF
pomerst01,STUART POMERANZ,12/17/1984,Stuart,Pomeranz,[],,P,6382,STUART POMERANZ,456421.0,STUART POMERANZ,1568447.0,STU POMERANZ,pomes001,pomerst01,9175.0,STUART POMERANZ,,NAN,,POMERANZ19841217A,45573.0,9175.0,STU POMERANZ,"Pomeranz, Stuart",R,R,Stuart Pomeranz,"Pomeranz, Stuart",,,,,3363.0,,Stuart Pomeranz,,,,P,"Pomeranz, Stuart",STUART POMERANZ NAN,STUART POMERANZ NAN,STUART POMERANZ NAN,STU POMERANZ NAN,STUART POMERANZ NAN,NAN NAN,STU POMERANZ NAN
pompeda01,DALTON POMPEY,12/11/1992,Dalton,Pompey,TOR,AL,DH,12797,DALTON POMPEY,592647.0,DALTON POMPEY,1953811.0,DALTON POMPEY,pompd001,pompeda01,9822.0,DALTON POMPEY,32210.0,DALTON POMPEY,,POMPEY19921211A,67078.0,9822.0,DALTON POMPEY,"Pompey, Dalton",B,R,Dalton Pompey,"Pompey, Dalton",12860.0,Dalton Pompey,17151.0,Dalton Pompey,14549.0,4751.0,Dalton Pompey,,,Dalton Pompey,OF,"Pompey, Dalton",DALTON POMPEY TOR,DALTON POMPEY TOR,DALTON POMPEY TOR,DALTON POMPEY TOR,DALTON POMPEY TOR,DALTON POMPEY TOR,DALTON POMPEY TOR
ponceda01,DANIEL PONCEDELEON,1/16/1992,Daniel,Poncedeleon,[],NL,P,16110,DANIEL PONCEDELEON,594965.0,DANIEL PONCEDELEON,,NAN,,ponceda01,11043.0,DANIEL PONCEDELEON,34899.0,DANIEL PONCEDELEON,,,68794.0,,NAN,"Poncedeleon, Daniel",R,R,Daniel Poncedeleon,"Poncedeleon, Daniel",14752.0,,,,27806.0,5905.0,Daniel Poncedeleon,,,Daniel Poncedeleon,P,"Poncedeleon, Daniel",DANIEL PONCEDELEON STL,DANIEL PONCEDELEON STL,DANIEL PONCEDELEON STL,NAN STL,DANIEL PONCEDELEON STL,DANIEL PONCEDELEON STL,NAN STL
porceri01,RICK PORCELLO,12/27/1988,Rick,Porcello,BOS,AL,P,2717,RICK PORCELLO,519144.0,RICK PORCELLO,1232129.0,RICK PORCELLO,porcr001,porceri01,8419.0,RICK PORCELLO,29966.0,RICK PORCELLO,,PORCELLO19881227A,57745.0,8419.0,RICK PORCELLO,"Porcello, Rick",R,R,Rick Porcello,"Porcello, Rick",9759.0,Rick Porcello,5659.0,Rick Porcello,7519.0,3175.0,Rick Porcello,01c2a,"Porcello, Rick","Porcello, Rick",SP,"Porcello, Rick",RICK PORCELLO BOS,RICK PORCELLO BOS,RICK PORCELLO BOS,RICK PORCELLO BOS,RICK PORCELLO BOS,RICK PORCELLO BOS,RICK PORCELLO BOS
posadjo01,JORGE POSADA,8/17/1971,Jorge,Posada,[],,C,841,JORGE POSADA,120691.0,JORGE POSADA,7987.0,JORGE POSADA,posaj001,posadjo01,,JORGE POSADA,3341.0,JORGE POSADA,,POSADA19710817A,1602.0,,NAN,"Posada, Jorge",B,R,Jorge Posada,"Posada, Jorge",,,,,9115.0,,Jorge Posada,,,,C,"Posada, Jorge",JORGE POSADA NAN,JORGE POSADA NAN,JORGE POSADA NAN,JORGE POSADA NAN,JORGE POSADA NAN,JORGE POSADA NAN,NAN NAN
